1.209247899999999936e+04 -2.658899999999999864e+01 8.401800000000000068e+01 1.202766300000000047e+04 -2.635099999999999909e+01 8.724099999999999966e+01
1.218561100000000079e+04 -2.623900000000000077e+01 8.557800000000000296e+01 1.205538899999999921e+04 -2.624599999999999866e+01 8.720699999999999363e+01
1.227948799999999937e+04 -2.581899999999999906e+01 8.219799999999999329e+01 1.208318000000000029e+04 -2.614000000000000057e+01 8.717300000000000182e+01
1.237411100000000079e+04 -2.549200000000000088e+01 8.197700000000000387e+01 1.211103499999999985e+04 -2.603200000000000003e+01 8.713800000000000523e+01
1.246947799999999916e+04 -2.506400000000000006e+01 8.339900000000000091e+01 1.213895299999999952e+04 -2.592299999999999827e+01 8.710200000000000387e+01
1.256559000000000015e+04 -2.460300000000000153e+01 8.292900000000000205e+01 1.216693699999999990e+04 -2.581299999999999883e+01 8.706499999999999773e+01
1.266244800000000032e+04 -2.420599999999999952e+01 8.211100000000000421e+01 1.219498400000000038e+04 -2.570200000000000173e+01 8.702700000000000102e+01
1.275986399999999958e+04 -2.379299999999999926e+01 8.234000000000000341e+01 1.222309699999999975e+04 -2.558899999999999864e+01 8.698799999999999955e+01
1.285821199999999953e+04 -2.328699999999999903e+01 8.126000000000000512e+01 1.225127399999999943e+04 -2.547400000000000020e+01 8.694799999999999329e+01
1.295730500000000029e+04 -2.283599999999999852e+01 8.084099999999999397e+01 1.227951599999999962e+04 -2.535800000000000054e+01 8.690699999999999648e+01
1.305714199999999983e+04 -2.227700000000000102e+01 7.978300000000000125e+01 1.230782300000000032e+04 -2.524099999999999966e+01 8.686499999999999488e+01
1.315772500000000036e+04 -2.177299999999999969e+01 7.949299999999999500e+01 1.233619599999999991e+04 -2.512199999999999989e+01 8.682099999999999795e+01
1.325905299999999988e+04 -2.117200000000000060e+01 7.851000000000000512e+01 1.236463299999999981e+04 -2.500199999999999889e+01 8.677700000000000102e+01
1.336131199999999990e+04 -2.049099999999999966e+01 7.723799999999999955e+01 1.239313700000000063e+04 -2.487900000000000134e+01 8.673099999999999454e+01
1.346412999999999920e+04 -1.981200000000000117e+01 7.608100000000000307e+01 1.242170600000000013e+04 -2.475600000000000023e+01 8.668399999999999750e+01
1.356787999999999920e+04 -1.907199999999999918e+01 7.453000000000000114e+01 1.245034100000000035e+04 -2.462999999999999901e+01 8.663599999999999568e+01
1.367255999999999949e+04 -1.828300000000000125e+01 7.273399999999999466e+01 1.247904199999999946e+04 -2.450300000000000011e+01 8.658599999999999852e+01
1.377779999999999927e+04 -1.735099999999999909e+01 7.011299999999999955e+01 1.250780899999999929e+04 -2.437300000000000111e+01 8.653499999999999659e+01
1.388397099999999955e+04 -1.637900000000000134e+01 6.697499999999999432e+01 1.253664300000000003e+04 -2.424200000000000088e+01 8.648199999999999932e+01
1.399088700000000063e+04 -1.528500000000000014e+01 6.233400000000000318e+01 1.256554299999999967e+04 -2.410900000000000176e+01 8.642799999999999727e+01
1.409873400000000038e+04 -1.415000000000000036e+01 5.656700000000000017e+01 1.259450900000000001e+04 -2.397400000000000020e+01 8.637199999999999989e+01
1.420732599999999911e+04 -1.297400000000000020e+01 4.825900000000000034e+01 1.262354199999999946e+04 -2.383699999999999974e+01 8.631399999999999295e+01
1.431684900000000016e+04 -1.186999999999999922e+01 3.746999999999999886e+01 1.265264300000000003e+04 -2.369800000000000040e+01 8.625400000000000489e+01
1.442711800000000039e+04 -1.103800000000000026e+01 2.428900000000000148e+01 1.268180999999999949e+04 -2.355600000000000094e+01 8.619299999999999784e+01
1.453831799999999930e+04 -1.061100000000000065e+01 1.010200000000000031e+01 1.271104500000000007e+04 -2.341199999999999903e+01 8.612900000000000489e+01
1.465026300000000083e+04 -1.059800000000000075e+01 -3.854000000000000092e+00 1.274034699999999975e+04 -2.326599999999999824e+01 8.606300000000000239e+01
