2015-03-11	12:40
Amplitude: 1,00 V
Freq  (Hz) 	 Gain (dB)  	 Phase (deg)
12000,000            -14,690             79,258
12027,663            -14,589             79,131
12055,389            -14,488             79,002
12083,180            -14,385             78,870
12111,035            -14,282             78,734
12138,953            -14,177             78,596
12166,937            -14,071             78,454
12194,984            -13,963             78,308
12223,097            -13,855             78,159
12251,274            -13,745             78,006
12279,516            -13,634             77,849
12307,823            -13,522             77,689
12336,196            -13,408             77,524
12364,633            -13,293             77,354
12393,137            -13,176             77,181
12421,706            -13,058             77,002
12450,341            -12,938             76,819
12479,042            -12,817             76,630
12507,809            -12,695             76,437
12536,643            -12,570             76,237
12565,543            -12,445             76,032
12594,509            -12,317             75,821
12623,542            -12,188             75,604
12652,643            -12,056             75,380
12681,810            -11,924             75,150
12711,045            -11,789             74,912
12740,347            -11,652             74,667
12769,716            -11,513             74,414
12799,153            -11,372             74,152
12828,659            -11,230             73,882
12858,232            -11,085             73,604
12887,873            -10,937             73,315
12917,583            -10,788             73,017
12947,361            -10,636             72,708
12977,207            -10,482             72,389
13007,123            -10,326             72,057
13037,107            -10,166             71,714
13067,161            -10,005             71,358
13097,284             -9,840             70,988
13127,476             -9,673             70,604
13157,738             -9,503             70,205
13188,070             -9,330             69,790
13218,472             -9,154             69,358
13248,943             -8,975             68,908
13279,485             -8,793             68,439
13310,098             -8,608             67,950
13340,781             -8,419             67,439
13371,534             -8,227             66,906
13402,359             -8,032             66,348
13433,255             -7,832             65,765
13464,221             -7,630             65,154
13495,260             -7,423             64,514
13526,369             -7,213             63,842
13557,551             -6,998             63,137
13588,804             -6,780             62,396
13620,130             -6,558             61,617
13651,527             -6,331             60,796
13682,997             -6,101             59,932
13714,540             -5,866             59,019
13746,155             -5,628             58,056
13777,843             -5,385             57,038
13809,605             -5,138             55,962
13841,439             -4,888             54,822
13873,347             -4,634             53,614
13905,328             -4,376             52,332
13937,383             -4,116             50,973
13969,512             -3,852             49,528
14001,715             -3,587             47,993
14033,993             -3,320             46,362
14066,344             -3,052             44,627
14098,771             -2,785             42,782
14131,272             -2,519             40,820
14163,848             -2,256             38,734
14196,499             -1,997             36,520
14229,225             -1,744             34,172
14262,027             -1,500             31,685
14294,904             -1,267             29,058
14327,857             -1,047             26,290
14360,886             -0,843             23,384
14393,992             -0,658             20,345
14427,173             -0,495             17,181
14460,431             -0,357             13,906
14493,766             -0,246             10,535
14527,178             -0,165              7,089
14560,666             -0,115              3,591
14594,232             -0,098              0,066
14627,875             -0,114             -3,459
14661,596             -0,163             -6,959
14695,394             -0,242            -10,407
14729,271             -0,352            -13,781
14763,225             -0,489            -17,060
14797,258             -0,651            -20,228
14831,369             -0,835            -23,272
14865,559             -1,039            -26,184
14899,828             -1,258            -28,957
14934,175             -1,491            -31,589
14968,602             -1,735            -34,081
15003,108             -1,987            -36,435
15037,694             -2,246            -38,654
15072,360             -2,509            -40,744
15107,105             -2,775            -42,710
15141,930             -3,042            -44,560
15176,836             -3,310            -46,299
15211,822             -3,577            -47,934
15246,889             -3,843            -49,472
15282,037             -4,106            -50,920
15317,266             -4,367            -52,283
15352,576             -4,624            -53,567
15387,967             -4,879            -54,778
15423,440             -5,129            -55,920
15458,995             -5,376            -56,999
15494,631             -5,619            -58,019
15530,350             -5,858            -58,984
15566,151             -6,092            -59,898
15602,035             -6,323            -60,765
15638,001             -6,549            -61,587
15674,051             -6,772            -62,368
15710,183             -6,990            -63,110
15746,399             -7,205            -63,817
15782,698             -7,415            -64,489
15819,081             -7,622            -65,131
15855,548             -7,825            -65,743
15892,098             -8,024            -66,327
15928,733             -8,220            -66,885
15965,453             -8,412            -67,420
16002,257             -8,601            -67,931
16039,146             -8,786            -68,421
16076,120             -8,969            -68,890
16113,180             -9,148            -69,341
16150,324             -9,324            -69,774
16187,555             -9,497            -70,190
16224,871             -9,667            -70,589
16262,273             -9,834            -70,974
16299,761             -9,999            -71,344
16337,336            -10,160            -71,701
16374,998            -10,320            -72,045
16412,746            -10,476            -72,376
16450,581            -10,631            -72,697
16488,504            -10,782            -73,006
16526,514            -10,932            -73,304
16564,611            -11,079            -73,593
16602,797            -11,224            -73,872
16641,070            -11,367            -74,142
16679,432            -11,508            -74,404
16717,882            -11,647            -74,657
16756,420            -11,784            -74,903
16795,048            -11,918            -75,141
16833,764            -12,052            -75,372
16872,570            -12,183            -75,596
16911,466            -12,312            -75,813
16950,451            -12,440            -76,025
16989,525            -12,566            -76,230
17028,690            -12,690            -76,429
17067,945            -12,813            -76,623
17107,291            -12,934            -76,812
17146,728            -13,053            -76,995
17186,255            -13,172            -77,174
17225,873            -13,288            -77,348
17265,583            -13,403            -77,517
17305,384            -13,517            -77,682
17345,277            -13,630            -77,843
17385,262            -13,741            -78,000
17425,339            -13,851            -78,153
17465,509            -13,959            -78,302
17505,771            -14,067            -78,448
17546,126            -14,173            -78,590
17586,574            -14,278            -78,729
17627,115            -14,382            -78,865
17667,750            -14,484            -78,997
17708,478            -14,586            -79,127
17749,301            -14,686            -79,253
17790,217            -14,786            -79,377
17831,228            -14,884            -79,498
17872,333            -14,981            -79,616
17913,533            -15,078            -79,732
17954,828            -15,173            -79,845
17996,218            -15,267            -79,956
